timestamp,close
2023-12-31 16:00:00,42629.72307262456
2023-12-31 17:00:00,42594.91724090023
2023-12-31 18:00:00,42636.420849342
2023-12-31 19:00:00,42630.53420512975
2023-12-31 20:00:00,42566.53354528833
2023-12-31 21:00:00,42535.29197327404
2023-12-31 22:00:00,42292.574887497474
2023-12-31 23:00:00,42225.16979763498
2024-01-01 00:00:00,42443.493791125744
2024-01-01 01:00:00,42653.00766805792
2024-01-01 02:00:00,42569.156431719915
2024-01-01 03:00:00,42300.17919407239
2024-01-01 04:00:00,42352.21829368933
2024-01-01 05:00:00,42227.50368564013
2024-01-01 06:00:00,42417.78969277592
2024-01-01 07:00:00,42469.3394165754
2024-01-01 08:00:00,42543.57512430444
2024-01-01 09:00:00,42649.32089350072
2024-01-01 10:00:00,42730.27386524476
2024-01-01 11:00:00,42643.19384068746
2024-01-01 12:00:00,42699.47994960714
2024-01-01 13:00:00,42732.64076150314
2024-01-01 14:00:00,42628.25470926821
2024-01-01 15:00:00,42795.2136233588
2024-01-01 16:00:00,42739.97080980555
2024-01-01 17:00:00,42819.425360819936
2024-01-01 18:00:00,43151.008336534476
2024-01-01 19:00:00,43544.481672301255
2024-01-01 20:00:00,43699.30971058163
2024-01-01 21:00:00,43593.557603120404
2024-01-01 22:00:00,43474.23722371492
2024-01-01 23:00:00,44152.226904436706
2024-01-02 00:00:00,44848.758969372335
2024-01-02 01:00:00,44812.724604206844
2024-01-02 02:00:00,45284.748089340945
2024-01-02 03:00:00,45419.55458112398
2024-01-02 04:00:00,45240.829868622255
2024-01-02 05:00:00,45194.10935612733
2024-01-02 06:00:00,45290.042383348016
2024-01-02 07:00:00,45507.03582518766
2024-01-02 08:00:00,45822.22901233907
2024-01-02 09:00:00,45693.8614361032
2024-01-02 10:00:00,45532.193916236116
2024-01-02 11:00:00,45321.83262776862
2024-01-02 12:00:00,45349.66021478591
2024-01-02 13:00:00,45669.29330285824
2024-01-02 14:00:00,45295.00989465
2024-01-02 15:00:00,45317.309612506346
2024-01-02 16:00:00,45359.67652945809
2024-01-02 17:00:00,45045.55437449692
2024-01-02 18:00:00,45143.063414211276
2024-01-02 19:00:00,44925.43364136406
2024-01-02 20:00:00,44866.89166873613
2024-01-02 21:00:00,45055.25655285199
2024-01-02 22:00:00,44990.07915954923
2024-01-02 23:00:00,44977.03809117667
2024-01-03 00:00:00,45075.078821777104
2024-01-03 01:00:00,45316.91479501518
2024-01-03 02:00:00,45276.8328385401
2024-01-03 03:00:00,45236.89454245475
2024-01-03 04:00:00,45185.87601272506
2024-01-03 05:00:00,45224.437579348385
2024-01-03 06:00:00,45324.04945590781
2024-01-03 07:00:00,45000.59405068419
2024-01-03 08:00:00,45121.35538960798
2024-01-03 09:00:00,45412.659846950955
2024-01-03 10:00:00,45120.33911115737
2024-01-03 11:00:00,44147.419766262305
2024-01-03 12:00:00,42781.58077361031
2024-01-03 13:00:00,42491.09263606197
2024-01-03 14:00:00,42273.89187106507
2024-01-03 15:00:00,42970.04878710222
2024-01-03 16:00:00,43051.98916942071
2024-01-03 17:00:00,42728.12869746606
2024-01-03 18:00:00,42596.49227241108
2024-01-03 19:00:00,42629.95807693702
2024-01-03 20:00:00,42745.18702044315
2024-01-03 21:00:00,42966.07483601781
2024-01-03 22:00:00,42773.844247059766
2024-01-03 23:00:00,42830.90420516804
2024-01-04 00:00:00,42862.61632222109
2024-01-04 01:00:00,42707.270376470646
2024-01-04 02:00:00,43088.65190587541
2024-01-04 03:00:00,43125.96377568018
2024-01-04 04:00:00,43146.544425640386
2024-01-04 05:00:00,43169.09408936032
2024-01-04 06:00:00,43186.83343860112
2024-01-04 07:00:00,42883.29396649234
2024-01-04 08:00:00,42897.174589336675
2024-01-04 09:00:00,43065.36282185085
2024-01-04 10:00:00,43091.80621498224
2024-01-04 11:00:00,43218.39532873722
2024-01-04 12:00:00,43404.90970064769
2024-01-04 13:00:00,43516.59709805909
2024-01-04 14:00:00,43662.17847177424
2024-01-04 15:00:00,44078.97941850878
2024-01-04 16:00:00,43950.8922018618
2024-01-04 17:00:00,44065.5834312348
2024-01-04 18:00:00,44110.17716980294
2024-01-04 19:00:00,44067.14789199013
2024-01-04 20:00:00,44245.88316166347
2024-01-04 21:00:00,44449.071015618385
2024-01-04 22:00:00,44365.90426259144
2024-01-04 23:00:00,44230.16258401395
2024-01-05 00:00:00,44193.92706015432
2024-01-05 01:00:00,43339.710060676945
2024-01-05 02:00:00,43592.70693034231
2024-01-05 03:00:00,43540.794054335216
2024-01-05 04:00:00,43609.720156153286
2024-01-05 05:00:00,43568.08355632877
2024-01-05 06:00:00,43911.239243197124
2024-01-05 07:00:00,43817.49225069616
2024-01-05 08:00:00,43900.10739782344
2024-01-05 09:00:00,44208.98271100845
